Category,Label,Reviews,Sentiment,Emotion
Book,0,अद्भुत कुमार विश्वास का किताब है,positive,surprise
Book,1,किसी को मारना है तो यह पुस्तक जरूर पढ़ें,negative,other
Book,0,जीवन में कुछ करने की चाह है तो must read it.,positive,happiness
Phone,1,मुझे इस मोबाइल में सेल्फी कैमरा काफी अच्छा लगा |  कीमत ज्यादा है Rs.15000/  तक होती तो ज्यादा अच्छा लगता ,negative,sadness
Book,0,रोमांच से भरी यह रचना मेलुहा के मृत्युंजय के सभी रहस्यों को पाठकों के समक्ष,positive,happiness
Phone,1,बहुत बढिया सिर्फ किंमत जरा ज्यादा लग रही है   ,negative,sadness
Book,0,जीवन में हमेशा आगे ही बढ़ना है,neutral,happiness
Phone,1,our cemra jo फटता है जो कि डिस्लार कैमरा जेसी नही  है।।,negative,sadness
Book,0,इससे बेहतरीन आज तक कुछ नहीं लिखा गया!बिना review के ये आगे नहीं बढ़ रहा इसलिए ये लिखना पड़ा!,positive,happiness
Book,0,अदभुत निःशब्द अविलंब पढ़ लीजिये,positive,surprise
Book,0,जिसके भाग्य में कुछ नहीं होता उसके हाथ में सब कुछ होता है वैसे तो मैं विज्ञान का विद्यार्थी हूँ साहित्य का नहीं पर किताबें (कहानियां उपन्यास) पढ़ने का शौक भी है और समय बिताने का किताबों से अच्छा जरिया हो भी नहीं सकता कुछ दिन पहले राग दरबारी पढ़ रहा था जब किताब पूरी हुई तो सोच रहा था कि अगले शनिवार रविवार में कौन सी किताब पढ़ी जाए सामान्यतः हर शनिवार रविवार में मैं एक उपन्यास/कहानियाँ पढ़ जाता हूँ राग दरबारी पढ़ने के बाद सोच रहा था अगर आज के समय में इसी कलेवर में कोई किताब लिखी जाए तो उसका कथानक क्या होगा? उसकी कहानी क्या होगी? और होगी भी तो क्या हमारे समय में वो पाठकों को बांधने में सफल हो पाएगी? और सबसे जरूरी बात क्या लेखक की धार भी वैसी ही रह पाएगी? और मुझे संतुष्टि है कि मेरा ये शनिवार और रविवार उपर्युक्त सभी प्रश्नों को हल कर के गया अगर औघड़ को से के स्केल पर रखें तो . ये लेकर जाती है बाकी के . नंबर ......... ये मेरे पास रहने दीजिए नीलोत्पल भैया नीलोत्पल भैया एक बेहतरीन किताब देने के लिए जय हो,positive,happiness
Book,0,जीवन के लिए बहुत जरूरी है,positive,happiness
Phone,1,सैमसंग के स्मार्टफोन में कैमरा और डिस्प्ले के साथ कोई समस्या नहीं है  परन्तु बैटरी और आपरेटिंग सिस्टम से मैं संतुष्ट नहीं हूं   ,negative,sadness
Book,0,ये संवाद हैं जिन्हें पढ़ते ऐसा लगता है कि ये ख़त्म ही न हों,positive,happiness
Book,0,भाषण के लिए अच्छी book,positive,happiness
Headphones,1,इसका रंग बेकार है।  मैंने काला मंगाया था लाल भेज दिया है ,negative,sadness
Phone,1, यह दोनों इसमें नहीं हैं। चार्जर 18 वाट का होता तो और अच्छा होता। लगता है कि के20 की वाट शाओमी ने खुद लगा दी।,negative,sadness
Book,0,#baghiBallia#SaharReviewsNovel#HindiYugm#SatyaVyas इस नॉवेल के बारे में कुछ भी लिखने से पहले मैं उन लोगों के मन की भ्रांति दूर कर दूँ जो सोचते हैं कि ये सिर्फ बलिया के बारे में है या राजनीति पर है नहीं! नॉवेल दोस्ती पर है और दोस्तों के लिए है ग़र ख़ुदा मुझसे कहे कुछ मांग ऐ बन्दे मेरेमैं ये माँगू महफिलों के दौर यूँ चलते रहेंहमप्याला हमनिवाला हमसफ़र हमराज़ होता क़यामत जो चिराग़ों की तरह जलते रहें गुलशन बांवरा#कहानीबलिया को बलिया में बसी राजनीति को व्यंगातमक ढंग से ग्लोरिफाई करती हुई है जिस डिक्शनरी में इम्पॉसिबल नहीं था वो बलिया में छपी थी” बदन इकहरा जर्दा दोहरा और मर्डर तिहरा” दिमाग को यहाँ अंग विशेष कहते हैं इसलिए दिमाग न चाटो यहाँ नहीं चलता”इसी तरह हँसाते गुदगुदाते दो लोगों की कहानी है बाग़ी बलिया जिसमें संजय और रफीक वो दो लोग हैं संजय अपने कॉलेज में अध्यक्ष बनना चाहता हैं और रफ़ीक मुहब्बत करना चाहता है रफ़ीक मुँह फट और दिल फेंक है तो संजय ज़रा धीर गंभीर और ज़रा मज़ाकिया दोनों की कहानी में बिरजू और नसीम भी हैं जो इनके चेले हैं कहानी के प्रस्तुत विलन भले ही अनुपम राय हों जो दूसरी तरफ से अध्यक्षी के चुनाव में पार्टिसिपेंट हैं लेकिन असल शैतान ने नाना झुन्नू भैया हैं कहानी मुहब्बत और राजनीति की थोड़ी थोड़ी मिकदार लिए दोस्ती के बेसिक कांसेप्ट तू मेरा भाई है पर धीरे धीरे आगे बढ़ती है सत्य व्यास की कहानियों सिक्के की तरह होती हैं इसके हमेशा दो चेहरे होते हैं और आधी नॉवेल के बाद सिक्का ज़रूर पलटता है सिक्के के पहले पहलू में जहाँ हँसी कूद छिछोरगर्दी होती है वहीं दूसरे पहलू में (ठीक आपके ऊबने से पहले) रंग बदल चुका होता है बादल गहरा गए होते हैं और आपको पता भी नहीं चलता कि कब क्लाइमेक्स आन खड़ा हुआ है या ये भी कह सकते हैं कि ये कहानी एक तराजू की तरह है जिसमें एक तरफ सौदा और दूसरी तरफ बांट है लेकिन अंत में सब बैलेंस है हर किस्सा शुरु होने से पहले उस किस्से से जुड़ता किस्सा है जिसमें फिलोसोफी भी है ये कहानी का इम्पैक्ट बढ़ाने में कामयाब हुई है #चरित्र_चित्रणके लिए गिने चुने पात्र हाज़िर हैं संजय नेता दुनिया के लिए ज़िम्मेदार व्यक्ति धीर गंभीर हो लेकिन रफ़ीक के लिए चौथी जमात के बच्चे जैसा है सेन्स ऑफ़ ह्यूमर भी अच्छा है और राजनितिक दिमाग भी रफ़ीक बहुत ह्यूमरस करैक्टर है हम जाहिल लोग हैं? और तेरे सारनाथ जाने से हम पीएचडी हो जायेंगे?” टाइप डायलॉग ऑन रीडिंग टाइम बहुत हँसाते हैं इस करैक्टर का रीफार्मेशन भी बहुत ग़जब हुआ है आधी नॉवेल के बाद बिलकुल बदला हुआ रूप ले लिया है बिरजू समझदार और राम भक्त हनुमान जैसा करैक्टर है संजय भैया इनके राम हैं नसीम ज़ीशान आयूब द्वारा निभाए दर्जनों रोल जैसा करैक्टर है जो कहने को तो दोस्त है पर काम सारे चेलों वाले करता है ज्योति महत्वकांक्षी लड़की है जो अपने एक भाई संजय से बहुत डरती है तो दूसरे भाई रफ़ीक को अपना दोस्त समझती है ये करैक्टर ट्रैजिक एंड लेता है झुन्नू भैया पक्के पापी हैं जो सिर्फ राजनीतिक फायदों के लिए किसी भी थाली में लुढ़क सकते हैं पर पॉवरफुल करैक्टर है उजमा रफ़ीक का लव इंटरेस्ट है और बेहद ईमानदार है इसका करैक्टर भी हाफ पिच के बाद रंग बदलता है अब हैं डॉक् साहब ये दिखने में पगलैट लगते हैं पर ये पूरी नॉवेल की यूएसपी हैं सत्य व्यास ने अब तक का अपना बेस्ट करैक्टर लिखा है कुलमिलाकर सारे करैक्टर बढ़िया हैं सिवाए इसरार हसन के #भाषा_शैलीदुरुस्त है सारी कहानी ही बलिया की है तो भाषा भी वैसी ही है पूर्वी यूपी में हिंदी ज़रा तड़के वाली हो जाती है संवाद बहुत जानदार हैं ख़्यालों में प्रेम होना तमाम उम्र आपको प्रेम में बनाये रखता है” (नैरेटर) लो ब्रेड खाओ इसमें किसान का समाजवाद मजदूर का साम्यवाद और मालिक का पूंजीवाद सब है” (डॉक साहब)#एडिटिंगकुल पन्नों के हिसाब से बढ़िया हुई है पर शुरुआती किस्से में संजय और रफीक चिलचिलाती धूप में खड़े हैं और अगला किस्सा फरवरी का है फरवरी से पहले इतनी गर्मी शायद नहीं पड़ती होगी बलिया में मझौवा घाट और रवीना स्टूडियो का है #प्रूफरीडिंगके मामले में मेघा को मेधा लिखा है और मरो को मारो तकरीबन हर जगह है इतर इसके बढ़िया है #क्लाइमेक्सउतना मुत्मुइन नहीं करता जितना बाकी नॉवेल बांधे एंटरटेनर है हर चैप्टर के टाइटल में ही उस चैप्टर का घटनाक्रम छुपा हुआ है इंट्रेस्टिंग हैं जिनमें सराफ से पैसे निकलवाना अव्वल है #पढ़ने_की_वजह? फ्रेश कहानी है दोस्ती पर है और लिखने का अंदाज़ बहुत शानदार है #न_पढ़ने_का_बहाना? कुछ कुछ फ़िल्मी है फुल लेंथ नॉवेल के हिसाब से छोटी है और दो एक गालियाँ हैं #रेटिंग / *______________#सहर,positive,happiness
Book,0,बहुत ही बढ़िया और शानदार किताब है जिसे लिखने का तरीका भी काफी अलग और उम्दा है साफ ओर सरल भासा का प्रयोग किया है जो आसानी से समझ सकती है,positive,happiness
Phone,0,सब सही है पर दाम ज्यादा है प्रोसेस के हिसाब से।बाकी लॉगो के बीचार् सुन लीजिये ,negative,sadness
Book,0,जोसेफ मर्फी आपका बहुत बहुत आभार ,neutral,other
Book,0,प्रेम कबूतर मानव कौल,neutral,other
Book,0,कॉलेज और उसके बाद लाइफ में होने वाली उठापटक का एक बेहतरीन मिश्रण है देहाती लड़के अगर कॉलेज के दिनों की यादें कुछ धुंधली हो गयी हों तो उन्हें पुनः जीवित करने के लिए अगर कुछ समय शशांक भारतीय जी के देहाती लड़कों के साथ बिता लिया जाए तो शायद वो समय थोड़ा वहुत लौटकर आ सकता है जिसमे कम से कम उस समय के दोस्त और उनके साथ मिलकर जो घमासान मचाया था उसके बारें में सोचकर एक मुस्कुराहट सबके चेहरे पर तैर सकती है सब कुछ वैसा ही तो है उन देहाती लड़कों के पास जैसा उत्तर प्रदेश के किसी ठेठ गांव से शहर में पढ़ने आये साधारण लड़के की लाइफ में होता है लेकिन हमेशा की तरह उसे स्वयं को मालूम नही होता यही सब तो पता चलता है शशांक जी की पुस्तक पढ़ने पर कि हमने भी कभी ऐसी ही लाइफ को जिया था स्साला अब जाके पता चला,positive,happiness
Book,1,साहित्य के नाम पर ऐसी अश्लील भाषा कहाँ तक उचित है?there must be some censorship.,negative,sadness
Book,0,बहुत ही अच्छी कहानियों का सुंदर संकलन,positive,happiness
Book,0,कहानी ठीक ठाक सी ही है इनकी पहले वाली किताबों जैसी बात इसमें इसमें नहीं है शुरू करने के बाद पूरा पढ़ने से पहले छोड़ नहीं पाएंगे साथ साथ बहते जायेगें,neutral,happiness
Book,0,अभी तो शुरू किया है पढ़ना जबरदस्ती रेटिंग मांग रहे है अच्छे से पढ़ के तब दूंगा,neutral,other
Smartwatch,0,बेस्ट बैटरी बैकअप और प्रोसेसर मुझे सबसे अच्छा लगा थैंक यू सो मच सर ,positive,happiness
Phone,1,गुरु जी आप तो बिकाऊ निकले चाइनीस एप्स को मोबाइल से उड़ाया और अब चाइनीस मोबाइल की वाहवाही कर रहे हो ,negative,sadness
Book,0,बहुत दिनों बाद हिंदी उपन्यास पढ़ा   और एक बार में ही खत्म इतना मजेदार है यह ,positive,happiness
Book,0,पढ़िए लुत्फ लीजिए अनुभव साझा कीजिए और भी नई पुस्तकों का मंथन करिए किंडल से बहुत अच्छा है किताबें पढ़ना ..,positive,happiness
Book,0,एक्सेलेन्ट मस्ट रीड बुक,positive,happiness
Book,0,बेस्ट बुक्स में से एक बुक ऐसी वैसी औरत है,positive,happiness
Jio network,1,मै नहीं चाहता हूं कि 5g आय हम तो 4g  सै वी काम कर सकते हैं हम्हे सबके बारे मै सोचना चाहिए इसके रेडियासन बहुत हाई होगा जो कि बर्डस ओर वी कई तरह के बर्ड के लिए खतरा होगा ayse ही तो बहुत बर्ड। मरे जा रहे हैं दुनिया मै हमें उनको बचाना चाहिए  ये कंपनी तो पूरा पैसा कमा लेगी पर दुनिया के बारे मै कोई socta हैं।,negative,sadness
Book,0,सभी को ये किताब अवस्य पढ़नी चाहिए किताब को पढ़ते समय लग रहा था जैसे की रवीश कुमार साहब का Prime Time देख रहा हूँ पर फर्क सिर्फ इतना था कि ये prime Time मात्र मिनट का नहीं था सच में बेहद खुबसूरत किताब है,positive,happiness
Book,1,बहुत सारी गलतियां है प्रिंटिंग में जो आपको किसी भी एग्जाम में फेल करवाने में पर्याप्त है प्रूफ रीडिंग की जहमत भी नही उठायी है लेखक ने बेहतर होगा कि इंग्लिश में इसी पुस्तक को ले या कोई और किताब इस विषय पर उपलब्ध हो उसे पढ़ ले,negative,sadness
Book,0,स्टोरी शानदार और दमदार लग रही है मुसाफ़िर cafe के बाद धमाके की तरह है यह अक्टूबर जंक्शन...आगे की कहानी जानने की उत्सुकता और भी ज्यादा बढ़ गई है एक सीन उम्र के दायरे से होकर बित रहा हो !!,positive,happiness
Book,0,पुस्तक का एक एक शब्द मोती हैं जिन्दगी को इन सरल शब्दों से उत्तम और प्रकाशित मार्ग मिलता हैं प्रकाशन विभाग से कहना चाहूंगा कागज अच्छा लें यह कमजोर रहा आशा हैं आगे कागज की भूमि मजबूत होगी!!,positive,happiness
Book,0,इस किताब ने मुझ जैसे संत आदमी को मसूरी के होटल में “दो घूँट” चख़वा दिए,positive,happiness
Headphones,1,घटिया है में इन इयर जे बी एल सी 100 एस आई । इस्तेमाल कर रहा हूं। कीमत बहुत ज्यादा है,negative,disgust
Book,0,इलाहाबाद हमारे जीने के तौर तरीके को पूरी तरह से बदल देता है यह ऐसा शहर है जहां पर आप बेबाकी से अपनी जिंदगी के सबसे खूबसूरत पल बिता सकते हैं और उन्हें अपने यादों के कटघरे में कैद करके जिंदगी भर के लिए सहेज कर रख सकते हैं यकीन मानिए मेरे इलाहाबाद में बिताए कुछ पल मेरी जिंदगी के सबसे खास पलों में से एक हैं इस शहर की कहानी को एक सिरे में पिरो कर आपने जिस अंदाज से इसे एक पुस्तक का रूप दिया उसके लिए आपका बहुत बहुत धन्यवाद,positive,happiness
Smartwatch,0,समय यंत्र- बहुत ही प्रभावशाली लग रहा है और हैं भी। धन्यवाद   ,positive,happiness
Book,0,सोचने का एक नया नजरिया अमीश जी को बधाई,positive,happiness
Book,0,एक और बेहतरीन किताब बधाई दिव्य प्रकाश जी!,positive,happiness
Book,0,सब ठाठ पड़ा रह जावेगा जब लाद चलेगा बंजारा ये धूम धड़क्का साथ लिए क्यों फिरता है जंगल जंगल इक तिनका साथ न जावेगा मौकूफ हुआ जब अन्न और जल घर बार अटारी चौपारी क्या खासा तनसुख है मसलन क्या चिलमन पर्दे फर्श नये क्या लाल पलंग और रंगमहलदिव्य प्रकाश दुबे ने लाजवाब लिखा है हम जान ही नहीं पाते कि हम ज़िंदगी से आखिर चाहते क्या हैं ? सब ऐसा मानते हैं कि पैसा और प्रसिद्धि जीवन में बहुत मायने रखते हैं पर क्या वास्तव में ऐसा है ? जीवन का मर्म स्पष्ट करता है ये उपन्यास क्या कोई रिश्ता दोस्ती और प्यार से हटकर हो सकता है ? रिश्तों में ताजगी की बुनियाद को समझाता है अक्टूबर जंक्शन लेखक को उनकी इस शानदार कृति के लिए सलाम,positive,happiness
Book,0,सभी भारतीयों को पढ़ने की आवश्यकता है,positive,happiness
Book,0,जैसे लगता है कि उपन्यास में हैम खुद एक चरित्र हैं शानदार लेखन,positive,happiness
Book,0,जरूर खरीदे एवं पढ़े,positive,happiness
Book,0,अकबर के भक्तों को उसके विरोधियों को सेकुलरों को हिन्दू और मुस्लिम कट्टरपंथियों को सन्तुलनवादियों को और सबसे बढ़कर इतिहास को खुली दृष्टि से देखने जानने की इच्छा रखने वालों को यह किताब अवश्य पढ़नी चाहिए,positive,happiness
Phone,0,चाईनीज तो अब बिल्कुल नहीं चाहीऐ सैमसंग ही खरीदेंगे ,neutral,other
Book,0,लेखक ने जबरदस्त सनसनी खेज़ मजेदार तथा सस्पेंस थ्रिलर लिखा है एक बार पढना स्टार्ट करेंगे तो खत्म होने तक छोड़ने का दिल नहीं करेगा,positive,happiness
Book,0,रेलवे सफर के दीवनों के लिये,neutral,other
Phone,1,कँमेरा ऐक तरफ है ये बात  कुछ पसंद नही आइ,negative,sadness
Book,0,मेहनत से लिखी किताब है चौरासी कहानी कहने की शैली का जवाब नहीं भाव प्रमुख हैं,positive,happiness
Book,0,कहने के लिए सिर्फ कहानी है लेकिन ये किताब आज की हक़ीक़त है,positive,other
Book,0,ये संघर्ष गाथा है.,neutral,other
Book,0,जयशंकर साहब का तो जवाब ही नहीं.उनके कलम की हर एक चीज निराली है.,positive,happiness
Book,0,अपने आसपास की कहानी लगती है,neutral,other
Book,0,भारतीय साहित्यिक इतिहास की कुछ बेहतरीन लेखों में से एक,positive,happiness
Book,1,बकवास महा बकवास सिर दर्द ना हो रहा हो तो इसको पढ़ें,negative,disgust
Book,0,बहुत अच्छी किताब शुभकमनाएं रवीश जी,positive,happiness
Book,0,जीवन में केवल सफलता ही नहीं बल्कि हमें असफलता को भी समझना है,neutral,other
Book,0,किताब अच्छी है,positive,happiness
Book,0,फिर मेरी याद एक बेहतरीन किताब हैं..#फिर_मेरी_यादइस किताब को पढ़कर मुझे काफी अच्छा लगा इसमें कुछ रचनाएं ऎसी है जो दिल के अंदर तक झकझोर देती है ..जैसे . तुम्हरा फोन आया है.. बच्चों के क्या नाम रखे है.. . सातवें आसमान पर चलना .. .घर कब तक आओगे.. . तुम्हें मुझ से पूछना था..बहुत सी इसी तरह के गीत और कविताएं है हो मुझे बहुत पसंद आई...घर को दीपक मिले आकाश को महताब मिले इस दीवाली पे इन आंखो को तेरा ख़्वाब,positive,happiness
Book,0,बेहद खूबसूरत किताब,positive,happiness
Book,0,ठीक तुम्हारे पीछे हिन्द युग्म द्वारा प्रकाशित मानव कौल की कहानियों का संकलन है. सामान्यतः किसी कहानी संग्रह का शीर्षक उस संग्रह की ही किसी कहानी के नाम पर होता है पर यहाँ संग्रह के शुरुआत में दी गई एक कविता के नाम पर है. भूमिका कहे में अनकहा बेहद खूबसूरत ढंग से लिखी गई है. अकेलेपन का एहसास न हो इसके लिए लेखक के दो प्याली चाय बनाने का प्रसंग ही ये आभास करा देता है कि कहानी में दर्शन प्रचुरता में होगा. यही दर्शन ही तो एक सीधी सरल कहानी का श्रृंगार कर उसे खूबसूरत बनाता है. आस पास कहीं किसी सटीक बिंदु का बोध नहीं कराता है. कहानी भी स्वतः चलते हुए अपना रास्ता ढूंढ लेती है पर मंज़िल के आस पास आकर कहीं थम सी जाती है. अभी अभी से कभी का तक कहानी जीवन पथ को दर्शाती है. जीवन पथ एकतरफ़ा है जिस पर जीवन यात्रा समाप्त होने तक वापस लौटने का विकल्प नहीं होता है. जो आज अभी अभी पर है उसे एक दिन कभी का पर होना ही है. दूसरा आदमी कहानी बेटे के बिखरते वैवाहिक सम्बन्ध को लेकर चिंतित माँ की मनोदशा को दर्शाती है. उसे अभी भी उम्मीद है कि शायद इस रिश्ते को बचाया जा सकता है. कभी कभी एक दूसरे से कहने को कितना कुछ होता है भावनाओं को शब्द भी मिल जाते हैं पर ज़ुबान साथ नहीं देती है कि उसे व्यक्त किया जा सके. गुणा भाग संग्रह की सर्वश्रेष्ठ कहानी है. ज़िन्दगी एक गुणा भाग ही तो है जिसमें हम अतीत और वर्तमान के आंकड़ों के आधार पर भविष्य का अनुमान लगाते हैं. लेकिन यदि इस गणना में हम भावनाओं को प्राथमिकता देते हैं तो हम वैसा ही भविष्य देखते हैं जैसा हम देखना चाहते हैं जो अक्सर वास्तविकता से परे होता है. लकी मानव कौल की अपनी कहानी लगती है. अभिनेता छद्मभेषी होता है पर एक लेखक कुछ भी नहीं छिपा पाता. जब कोई एकान्त में लिखता है तो उस वक़्त उसका संवाद खुद से होता है जिससे कुछ भी छिपाना सम्भव नहीं है. कहानी में मेरा नाम लकी है की लगातार पुनरावृत्ति अखरती है. माँ बेहतरीन कहानी है. यह एक माँ बेटे के रिश्ते पर आधारित है. पति द्वारा प्रताड़ित होती माँ ने अपनी प्रतिभा और शौक को दबाकर इसे ही अपनी नियति मान लिया था. पर पति की असामयिक मृत्यु से पुत्र की सारी जिम्मेदारी उस पर आ गयी. कर्तव्य के बोझ तले दबे होंने पर कभी कभी सही और गलत का फ़र्क भी समझ नहीं आता या समझते हुए भी व्यक्ति उसकी अनदेखी कर देता है. मुमताज़ भाई पतंग वाले कहानी बचपन की याद दिलाती है. मुमताज़ भाई और बिक्की का रिश्ता एक उस्ताद और शागिर्द का था. एक असली पतंगबाज़ ही किसी के पतंग के शौक को समझ सकता है. मुमताज़ भाई पर बिक्की अपना पूरा अधिकार समझता था. उसे लगता था एक गुरू और शागिर्द के बीच में कोई नहीं है. इसीलिए उनके परिवार के बारे में जानकर वह बहुत दुखी होता है और मन ही मन उनसे बदला लेने की ठान लेता है. मुमताज़ भाई से मिलने के बाद उसे जो जलने की बू आने लगती है उससे उसे गाँव छोड़ने के बाद भी छुटकारा नहीं मिलेगा. ये एक प्रायश्चित का बोझ था जिसे वो मुमताज़ भाई की दुकान में आग लगाने की बात उनसे बताकर शायद उतार सकता था. मौन में बात एक साथ कई भावों को दर्शाती है. कुछ टूटे हुए रिश्ते फ़िर से जुड़ने की कोशिश में हैं. कहानी का अन्त कहानी को उत्कृष्ठ बना देता है. सपना कहानी एक स्वप्न जैसी है जिसका वास्तविक अर्थ कोई ओनेइरोलोजिस्ट ही बता सकता है. शंख और सीपिया अपना घर बनाने की जुगत में लगे एक दम्पति की कहानी है. बचपन में घरौंदे बनाने का खेल खेलना कितना जरुरी है कभी अपना घर न बना पाने की कसक नहीं रहती. टीस एक अधूरी कहानी है जिसे हर पाठक अपने अनुसार पूरा कर लेगा. इस कहानी का अधूरापन ही इसकी खूबसूरती है. तोमाय गान शोनाबो विवाहेत्तर सम्बन्धों के कारण कमजोर हो चुके पति पत्नी के रिश्ते की कहानी है. इंसान अपने अंदर कितने ही रहस्य छुपाये रखता है. रोमांच की चाह में हम गलत को भी गलत नहीं मानना चाहते हैं.संग्रह की अधिकतर कहानियां बेहद उम्दा हैं. मानव कौल जिस स्तर की कहानियां लिखते हैं वैसे लिखने वाले अब इस देश में कम ही बचे हैं. बाज़ारीकरण के इस दौर में जब गुलज़ार जैसा बेहद संजीदा शायर भी बीडी जलइले जिगर से पिया लिखने पर मजबूर हो जाता हो इस तरह का साहित्य लिखना वाकई प्रशंसनीय है.,positive,happiness
Book,0,मुझे यह किताब जीवंत लगी इसपे खर्च करना व्यर्थ नहीं इस किताब में छठ पर्व का,positive,happiness
Phone,1,मैं जब भी मेरा फोन वाईफाई से जोडता हूँ  डाटा यूज़ होता रहता है  सारे औटो अपडेट भी बंद है  जब किसी फोन के साथ कनेक्ट करता हूँ तब ऐसा नहीं होता ।Samsung j6 ,negative,sadness
Book,0,मधुशाला से कभी न कण भर खाली होगा लाख पिएं दो लाख पिएं !पाठक गण हैं पीने वाले,neutral,other
Book,0,बैचलर्स की भाषा में बैचलर्स की कहानी मज़ा आ गया पढ़ कर आज कल इस तरह की भाषा जो कि सिर्फ यूट्यूब के कुछ चैनल्स पर ही सुनने को मिलती है उसे किताब में पढ़ने में,positive,happiness
Book,0,गुड रहस्य से भरा..!!,positive,happiness
Book,0,अगर सच मे पढ़ने का शौक है तो जरूर पढ़ें,positive,happiness
Book,0,बस तलाश ज़ारी रहेगी,neutral,other
Book,1,ये happy ending वाला concept मुझे थोड़ा अजीब लगता है कि इस चक्कर मे कहानी थोड़ी अच्छी है और वो जो पहली दफा हिन्दी की किताब पलट रहे हैं या हाल में ही पढ़ना शुरू किया है उन्हें ये इताब ज़रूर पढ़ने चाहिए कि किरदार के नाम ही अच्छे इशारे कर रहे हैं किताब के बारे मे किताब अच्छी है या खराब ये पढ़ने वाले पे ही छोड़ देना चाहिए कि हर पाठक कहानी मे खुद को या अपने आस पास के किरदार को टटोलने की बेहद नाकाम कोशिश करता है मुंबई की ज़िंदगी लिव इन relationship ख्यालों की आज़ादी अपने terms and condition पे ज़िंदगी बीता देने की कोशिश सफर और मुश्किलें इश्क़ और शादी के बीच की वो पतली सी line वगैराह वगैराह........ इन सब पहलू को एक कहानी मे फ्रेम करने मे कहानी ज़रा फिल्मी तो जाती है और अगर आप cult bollywood की शौकीन हैं तो मुमकिन है की आँसू भी आ जाएँ मगर ये happy ending वाला concept मुझे थोड़ा अजीब लगता है कुछ कहानियों को अधूरा ही छोड़ देना चाहिए नयी वाली हिन्दी कि ये अच्छी किताब है Divya Prakash Dubey sir मचा रहे हैं आप तो,negative,sadness
Book,0,प्यार और सफ़र,neutral,other
Book,0,दुबेजी कमाल करते हैं,neutral,happiness
Book,0,आधुनकि सुधा और चन्दर,neutral,other
Book,1,बहुत ही बडा चूतिया काटते हैं साले मेरा लगातार दूसरा प्रोडक्ट wrong हैं,negative,anger
Phone,1,सर आईफोन के साथ इसका डबा भी नहीं देना चाहिए क्योंकि बॉक्स भी 100 /150 का होगा और e west nhi ,negative,sadness
Book,0,किताब हाथ मे आने का बेसब्री से इंतजार है,neutral,happiness
Phone,0,दिल  भाई ले ले जितनी जल्दी हो सके किडनी  अबे ओ मेरा नाम बस मत लेना   ,neutral,other
Phone,1,यें सैमसंग की सबसे नये फिचर में पेशा की है मगर screen quality thori ठीक आ नहीं है और सबसे कुछ इस फोन का लगभग ठीक ठाक है । ,negative,sadness
Phone,1,फोन तो बहुत ही अच्छा है लेकिन इसकी बैटरी केपेसिटी कम है 3000 एमएच की बैटरी से सिक्स पॉइंट 7 इंच का डिस्प्ले अगर कोई चलाता है तो वह शायद 1 दिन भी ना टीके सो एम नॉट इंटरेस्टेड देखने वाली बात यह भी है कि अपने हिसाब से यह फोन अच्छा है लेकिन बैटरी एक किसकी बहुत ही खराब फीचर है जो कि कम है,negative,sadness
